ID,Title,Client,Source,Status,Geography,Domains,Date Posted,Date Found,Deadline,AI Summary,Description,Notes,Dismissal Reason,Tier,Language,Original URL,Source Listing URL
2m7rCi1KIkiaRx2A4hkS,Project competition for the selection of a partner organization,UN Women,GURT Ukraine,Dismissed,Ukraine,"gender, governance, capacity building",,2026-05-07,,UN Women Ukraine is seeking a partner organization to implement gender-responsive budgeting and gender approaches in public finance at the sub-national level. This competition is open to civil society organizations with relevant experience in gender equality and public finance.,"UN Women in Ukraine announces a project competition for the selection of a partner organization with the aim of strengthening the practical implementation of gender-responsive budgeting (GRB) and gender approaches in public finance at the sub-national level. The competition is addressed to civil society organizations (CSOs) with experience in the field of gender equality, gender-responsive budgeting, and/or working with authorities.",,,1,uk,http://gurt.org.ua/news/grants/111364/,https://gurt.org.ua
IFBpVRGon6OSclrrvK5y,Tender Title: End-Term Evaluation | Social Reintegration and Resilience to Combat Radicalisation in Northeast Syria,NPA - Norwegian People's Aid,NSJobs,Dismissed,Northeast Syria,"evaluation, resilience, radicalisation, reintegration",2026-05-06,2026-05-07,2026-05-21,This is a tender for an end-term evaluation focusing on social reintegration and resilience to combat radicalization in Northeast Syria. The client is Norwegian People's Aid (NPA).,This is a tender for an end-term evaluation focusing on social reintegration and resilience to combat radicalization in Northeast Syria. The client is Norwegian People's Aid (NPA).,,,1,ar,https://www.nsjobs.net/tenders/details/mQE1ccswEr1778059158,https://www.nsjobs.net/tenders/list
NBAPMpqin7STzg83IwpR,"Engineering Consultant firm, to prepare the detailed design, engineering package for Ameriyah depot administrative buildings rehabilitation and full site supervision for the depot retrofitting",World Bank,Darpe,Dismissed,,"infrastructure, research, assessment, consultancy",2026-05-05,2026-05-06,2026-05-20,This tender is for an engineering consultant firm to provide detailed design and site supervision services for the rehabilitation of administrative buildings and retrofitting of the Ameriyah depot. The scope includes preparing engineering packages and overseeing the construction work.,This tender seeks an engineering consultant firm to prepare detailed designs and provide site supervision for the rehabilitation of administrative buildings at Ameriyah depot and retrofitting of the depot.,,Grant / Goods,2,en,https://darpe.me/darpe-entries/engineering-consultant-firm-to-prepare-the-detailed-design-engineering-package-for-ameriyah-depot-administrative-buildings-rehabilitation-and-full-site-supervision-for-the-depot-retrofitting/,https://darpe.me/tenders-and-grants/
2JeJC1ujvs0XEX2tKBZg,Call for Proposals – Implementation Agreement for Strengthening the Competitiveness and Sustainability of the Potato Value Chain in Lebanon,ILO,Darpe,Dismissed,"Lebanon, Lebanese","livelihoods, economic recovery, food security, Value Chain Assessment, Market Analysis",2026-05-05,2026-05-06,2026-05-29,"This call for proposals seeks an implementation agreement to enhance the competitiveness and sustainability of Lebanon's potato value chain. The initiative focuses on agriculture, economic growth, and food security within the country.","This is a call for proposals for an implementation agreement aimed at strengthening the competitiveness and sustainability of the potato value chain in Lebanon. It covers agriculture, economic growth, and food security.",,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/call-for-proposals-implementation-agreement-for-strengthening-the-competitiveness-and-sustainability-of-the-potato-value-chain-in-lebanon/,https://darpe.me/tenders-and-grants/
KzqIrBtPHmxuyy9zBaYb,Consultancy Services for the Development of a Lending Manual,World Bank,Darpe,Dismissed,,"livelihoods, economic recovery",2026-05-05,2026-05-06,2026-05-18,"This is a consultancy tender seeking services to develop a lending manual. The manual will detail procedures and guidelines for lending operations, likely focusing on agricultural or economic growth sectors.","This tender is for consultancy services to develop a lending manual. The manual will likely outline procedures and guidelines for lending operations, potentially within the agricultural or economic growth sectors.",,Wrong sector / domain,2,en,https://darpe.me/darpe-entries/consultancy-services-for-the-development-of-a-lending-manual/,https://darpe.me/tenders-and-grants/
F2FhO24giRTRPc96WWY5,Consulting service”Training aimed at developing administrative and marketing capabilities of olive associations”,Economic and Social Development Center,Darpe,Dismissed,,"training, capacity building, research, governance, livelihoods, economic recovery, data, stakeholder mapping, market analysis, value chain assessment",2026-05-05,2026-05-06,2026-05-11,"This tender seeks consulting services to provide training for olive associations, focusing on enhancing their administrative and marketing capabilities. The objective is to improve their business operations and expand their market reach through this capacity-building initiative.",This tender is for consulting services providing training to develop the administrative and marketing capabilities of olive associations. The goal is to enhance their business operations and market reach.,,Grant / Goods,2,en,https://darpe.me/darpe-entries/consulting-servicetraining-aimed-at-developing-administrative-and-marketing-capabilities-of-olive-associations/,https://darpe.me/tenders-and-grants/
Tn1BaRsFXQxoWeVYlxzR,Conduct a capacity assessment of Palestinian civil society organizations in the Gaza Strip,The Palestinian Network of NGOs (PNGO),Darpe,Dismissed,Gaza,"assessment, capacity building, governance",2026-05-05,2026-05-06,2026-05-12,"This tender is for a capacity assessment of Palestinian civil society organizations in the Gaza Strip, focusing on democratic governance and capacity building. The goal is to understand and enhance the capabilities of these organizations.",This tender seeks to conduct a capacity assessment of Palestinian civil society organizations in the Gaza Strip. The assessment will focus on areas such as democratic governance and capacity building.,,Wrong geography,2,en,https://darpe.me/darpe-entries/conduct-a-capacity-assessment-of-palestinian-civil-society-organizations-in-the-gaza-strip/,https://darpe.me/tenders-and-grants/
CqTs723rCl7jGwmDIQrV,WVI - Consultant for Conducting Baseline Assessment for ANCP Phase II,WVI,NGOs-Jobs/Bids,Dismissed,Iraq,"assessment, baseline, research, data collection, methodology, quantitative and qualitative methods, quantitative, qualitative",2026-05-05,2026-05-06,2026-05-10,"World Vision International (WVI) is seeking a consultant to perform a baseline assessment for their ANCP Phase II project in Iraq. The deadline for submitting offers is May 10, 2026.","WVI is seeking a consultant to conduct a baseline assessment for ANCP Phase II in Iraq. The tender number is 25 and the deadline for offers is May 10, 2026.",,Duplicate,2,en,https://ngosjobs-bids.com/index.php/bids/5900-njb5900-wvi-consultant-for-conducting-baseline-assessment-for-ancp-phase-ii,https://ngosjobs-bids.com/index.php/bids
QLcEgA350vTSZ0Ad5XAl,Framework agreement(s) for ECHO and general external audit services for the Netherland Red Cross,Netherlands Red Cross,ReliefWeb,Dismissed,,"evaluation, assessment, M&E, accountability",2026-05-05,2026-05-06,2026-05-31,The Netherlands Red Cross is seeking to establish framework agreements with external audit firms to provide audit services on an as-needed basis. This procurement aims to ensure readiness for an upcoming ECHO-related certification or ex-ante assessment. The services will cover general external audit needs.,Netherlands Red Cross: Please find the Full Tender Dossier: TD LOG 2026 1241FAExternalAudit.docx And supporting documents: TD LOG 2026 1241FA External Auditors The Netherlands Red Cross is seeking to establish framework agreement(s) with one or more external audit firms for the provision of audit services on an as-needed basis. The immediate objective is to ensure readiness for a forthcoming ECHO-related certification or ex-ante assessment assignment while also creating a b,,"Wrong geography, Wrong sector / domain",1,en,https://reliefweb.int/job/4210595/framework-agreements-echo-and-general-external-audit-services-netherland-red-cross,https://reliefweb.int/jobs
Ndsodb4wKmkfmwYMvkP9,Terms of Reference (TOR) – OSH Audit & Safety Training,Peace Winds Japan,ReliefWeb,Dismissed,,"training, capacity building",2026-05-05,2026-05-06,2026-05-15,"Peace Winds Japan is seeking an external consultant to conduct an Occupational Safety and Health (OSH) Audit and provide Safety Training across its operations in Dadaab, Kakuma, and Nairobi. The exercise will involve inspections and a centralized training session, commencing around June 15, 2026.","Peace Winds Japan: Background Peace Winds Japan is committed to strengthening workplace safety culture and ensuring statutory compliance across its operations in Dadaab, Kakuma, and Nairobi. To achieve this, a comprehensive Occupational Safety and Health (OSH) Audit and Safety Training exercise is planned to begin from 15th June 2026. The exercise will be facilitated by an external DOSHS‑approved consultant and will commence with inspections at the Dadaab office and its three camps (IFO, Dagahaley, Hagadera). The audit will be followed by a centralized training session at the DMO, attended by OSH Committee members from all camp offices. After the Dadaab phase, the consultant will proceed to Kakuma for an audit at the Peace Winds offices and mechanical workshop in Kalobeyei, fol",,Grant / Goods,1,en,https://reliefweb.int/job/4210616/terms-reference-tor-osh-audit-safety-training,https://reliefweb.int/jobs
